epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.27410832232496696,0.2650402264787091,0.45558124174372516,0.27410832232496696,0.3892134831460674,0.1647058823529412,0.24120131393711874
0,validation,0.386748844375963,0.32323516861108864,0.5400616332819722,0.386748844375963,0.5378151260504203,0.08074534161490683,0.3511450381679389
1,train,0.3672077922077922,0.3457138573420042,0.5215488771466315,0.35634081902245707,0.2880703683342496,0.4631422189128816,0.2785299806576403
1,validation,0.42249240121580545,0.2944090744263265,0.5643297380585517,0.41448382126348227,0.03053435114503817,0.5896805896805897,0.26126126126126126
2,train,0.4648309705561614,0.3909871810562602,0.5666281373844121,0.35171730515191546,0.2677248677248677,0.5573087228341769,0.2726146220570012
2,validation,0.46687211093990755,0.34419494386236904,0.6001540832049306,0.46687211093990755,0.02298850574712644,0.6238095238095238,0.38578680203045684
3,train,0.4714038128249567,0.4378897302143751,0.5267503302509908,0.19418758256274768,0.4428672817601136,0.40998791784132094,0.1801324503311258
3,validation,0.5,0.485749715889587,0.5,0.0,0.5545657015590201,-3.0,-3.0
4,train,0.5,0.4816451630836793,0.5008256274768825,0.0033025099075297227,0.5687158794208402,0.012640449438202249,0.0047732696897374695
4,validation,0.5,0.485749715889587,0.5,0.0,0.5545657015590201,-3.0,-3.0
-1,test,0.49447077409162715,0.46940187313750537,0.49807395993836673,0.01386748844375963,0.5231481481481481,0.05070422535211267,-4.0
