epoch,loop,f1,roc_auc,accuracy
0,train,0.3345442536327609,0.5009081902245707,0.3345442536327609
0,validation,0.38188976377952755,0.49922958397534667,0.22650231124807396
1,train,0.3229854689564069,0.49223910171730517,0.3229854689564069
1,validation,0.4659206510681587,0.5219568567026194,0.12788906009244994
2,train,0.31869220607661825,0.48901915455746364,0.31869220607661825
2,validation,0.4534412955465587,0.5065485362095532,0.12788906009244994
3,train,0.33091149273447823,0.4981836195508586,0.33091149273447823
3,validation,0.4699140401146132,0.5119414483821264,0.1016949152542373
4,train,0.3127476882430647,0.4845607661822985,0.3127476882430647
4,validation,0.43699296917252567,0.5046224961479199,0.10939907550077041
-1,test,0.39424141749723146,0.46571648690292766,0.11248073959938366
