,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.36263157894736847,0.5219736842105263,0.36263157894736847
1,0,validation,0.3723544973544974,0.529265873015873,0.3723544973544974
2,1,train,0.40118421052631575,0.5508881578947369,0.40118421052631575
3,1,validation,0.39914021164021163,0.5493551587301587,0.39914021164021163
4,2,train,0.43328947368421056,0.574967105263158,0.43328947368421056
5,2,validation,0.42526455026455023,0.5689484126984127,0.42526455026455023
6,3,train,0.4856578947368421,0.6142434210526315,0.4856578947368421
7,3,validation,0.45866402116402116,0.5939980158730159,0.45866402116402116
8,4,train,0.5301315789473684,0.6475986842105264,0.5301315789473684
9,4,validation,0.47800925925925924,0.6085069444444444,0.47800925925925924
10,5,train,0.5692105263157895,0.6769078947368422,0.5692105263157895
11,5,validation,0.49570105820105814,0.6217757936507936,0.49570105820105814
12,6,train,0.6572368421052631,0.7429276315789474,0.6572368421052631
13,6,validation,0.4771825396825397,0.6078869047619048,0.4771825396825397
14,7,train,0.746578947368421,0.8099342105263158,0.746578947368421
15,7,validation,0.47635582010582006,0.607266865079365,0.47635582010582006
16,8,train,0.8456578947368422,0.8842434210526315,0.8456578947368422
17,8,validation,0.4930555555555555,0.6197916666666666,0.4930555555555555
18,9,train,0.9044736842105263,0.9283552631578946,0.9044736842105263
19,9,validation,0.4914021164021164,0.6185515873015873,0.4914021164021164
20,-1,test,0.5256283068783069,0.6442212301587302,0.5256283068783069
