,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.33763157894736845,0.5032236842105263,0.33763157894736845
1,0,validation,0.351521164021164,0.513640873015873,0.351521164021164
2,1,train,0.3680921052631579,0.5260690789473684,0.3680921052631579
3,1,validation,0.3558201058201058,0.5168650793650793,0.3558201058201058
4,2,train,0.41467105263157894,0.5610032894736843,0.41467105263157894
5,2,validation,0.42294973544973546,0.5672123015873016,0.42294973544973546
6,3,train,0.44026315789473686,0.5801973684210526,0.44026315789473686
7,3,validation,0.4399801587301588,0.5799851190476191,0.4399801587301588
8,4,train,0.49473684210526314,0.6210526315789474,0.49473684210526314
9,4,validation,0.45717592592592593,0.5928819444444444,0.45717592592592593
10,5,train,0.5510526315789473,0.6632894736842105,0.5510526315789473
11,5,validation,0.46974206349206354,0.6023065476190477,0.46974206349206354
12,6,train,0.6298684210526315,0.7224013157894736,0.6298684210526315
13,6,validation,0.4621362433862434,0.5966021825396826,0.4621362433862434
14,7,train,0.6866447368421053,0.764983552631579,0.6866447368421053
15,7,validation,0.47288359788359785,0.6046626984126984,0.47288359788359785
16,8,train,0.7684210526315789,0.8263157894736842,0.7684210526315789
17,8,validation,0.503968253968254,0.6279761904761905,0.503968253968254
18,9,train,0.836578947368421,0.8774342105263159,0.836578947368421
19,9,validation,0.49289021164021163,0.6196676587301587,0.49289021164021163
20,-1,test,0.49950396825396826,0.6246279761904762,0.49950396825396826
