epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,217,303,685
0,train,Liberal,270,368,767
0,train,Neutral,73,84,261
0,validation,Conservative,13,94,142
0,validation,Liberal,10,143,143
0,validation,Neutral,4,17,83
1,train,Conservative,164,415,626
1,train,Liberal,200,578,627
1,train,Neutral,22,76,320
1,validation,Conservative,64,121,64
1,validation,Liberal,34,190,72
1,validation,Neutral,11,26,67
2,train,Conservative,299,390,516
2,train,Liberal,281,657,467
2,train,Neutral,43,56,319
2,validation,Conservative,87,80,82
2,validation,Liberal,74,138,84
2,validation,Neutral,11,20,73
3,train,Conservative,448,283,474
3,train,Liberal,262,823,320
3,train,Neutral,38,28,352
3,validation,Conservative,114,63,72
3,validation,Liberal,96,118,82
3,validation,Neutral,15,20,69
4,train,Conservative,637,171,397
4,train,Liberal,194,964,247
4,train,Neutral,35,7,376
4,validation,Conservative,124,76,49
4,validation,Liberal,110,148,38
4,validation,Neutral,21,25,58
-1,test,Conservative,110,80,57
-1,test,Liberal,118,156,50
-1,test,Neutral,20,19,39
