epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.34114927344782037,0.31575187931632337,0.5058619550858653,0.34114927344782037,0.3431952662721893,0.4223798266351457,0.1816805450416351
0,validation,0.41756548536209553,0.40489653431013534,0.5631741140215717,0.41756548536209553,0.3891402714932127,0.4952741020793951,0.3302752293577982
1,train,0.37087186261558786,0.35327259010113976,0.5281538969616908,0.37087186261558786,0.3554073368270605,0.44253992987923646,0.26187050359712233
1,validation,0.423728813559322,0.4094720749055509,0.5677966101694915,0.423728813559322,0.37708830548926014,0.5110294117647058,0.3402985074626866
2,train,0.4118229854689564,0.3900183438560967,0.5588672391017173,0.4118229854689564,0.37722772277227723,0.4994358781496803,0.29339143064633255
2,validation,0.4406779661016949,0.42617634829443185,0.5805084745762712,0.4406779661016949,0.35784313725490197,0.5372050816696914,0.3834808259587021
3,train,0.42668428005284015,0.4033073895566354,0.5700132100396301,0.42668428005284015,0.3653846153846154,0.5335834896810505,0.3109540636042402
3,validation,0.423728813559322,0.41155794364416104,0.5677966101694915,0.423728813559322,0.32178217821782185,0.5117117117117118,0.40117994100294985
4,train,0.44815059445178335,0.42599444914257295,0.5861129458388376,0.44815059445178335,0.38469284994964753,0.5442477876106195,0.3490427098674521
4,validation,0.44838212634822805,0.4310793391382564,0.586286594761171,0.44838212634822805,0.35114503816793896,0.544502617801047,0.39759036144578314
-1,test,0.4052388289676425,0.3809725750009311,0.5539291217257319,0.4052388289676425,0.346938775510204,0.5111492281303602,0.2848297213622291
