,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.34940789473684214,0.5120559210526316,0.34940789473684214
1,0,validation,0.34158272283272284,0.5059523809523809,0.3402777777777778
2,1,train,0.33598684210526314,0.5019901315789473,0.33598684210526314
3,1,validation,0.3406186406186406,0.5053323412698413,0.3394510582010582
4,2,train,0.33677631578947365,0.5025822368421052,0.33677631578947365
5,2,validation,0.32407407407407407,0.4930555555555555,0.32407407407407407
6,3,train,0.33092105263157895,0.4981907894736842,0.33092105263157895
7,3,validation,0.34321710282531176,0.5062003968253969,0.3341600529100529
8,4,train,0.32723684210526316,0.4954276315789473,0.32723684210526316
9,4,validation,0.33715241564318543,0.49966931216931215,0.3194444444444444
10,-1,test,0.34771825396825395,0.5107886904761905,0.34771825396825395
