,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.3391677675033025,0.5043758256274768,0.3391677675033025
1,0,validation,0.4642100804743753,0.4738058551617873,0.004622496147919877
2,1,train,0.2813738441215324,0.46103038309114924,0.2813738441215324
3,1,validation,0.45174129353233833,0.5003852080123267,0.14021571648690292
4,2,train,0.3011889035667107,0.475891677675033,0.3011889035667107
5,2,validation,0.5,0.5,0.0
6,3,train,0.28500660501981506,0.46375495376486126,0.28500660501981506
7,3,validation,0.5507677067855374,0.6147919876733436,0.0
8,4,train,0.309114927344782,0.4818361955085865,0.309114927344782
9,4,validation,0.4916018025399426,0.5030816640986132,0.04468412942989214
10,-1,test,0.48612836438923396,0.49807395993836673,0.04776579352850539
