epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.3632760898282695,0.348066477128262,0.5224570673712021,0.3632760898282695,0.36363636363636365,0.4331262939958592,0.2474367737525632
0,validation,0.41756548536209553,0.4095271476705351,0.5631741140215717,0.41756548536209553,0.37410071942446044,0.4847328244274809,0.3697478991596638
1,train,0.4418758256274769,0.43291281329617554,0.5814068692206077,0.4418758256274769,0.44652908067542213,0.49466040153780433,0.3575489576753
1,validation,0.44992295839753466,0.4415730073898387,0.587442218798151,0.44992295839753466,0.4359550561797753,0.49624060150375937,0.3925233644859813
2,train,0.5812417437252312,0.5664602788147667,0.6859313077939233,0.5812417437252312,0.5786666666666667,0.6289108910891089,0.4918032786885246
2,validation,0.5038520801232665,0.4910840488135973,0.6278890600924498,0.5038520801232665,0.4936708860759494,0.5559701492537314,0.4236111111111111
3,train,0.7688243064729194,0.7475517870996371,0.8266182298546896,0.7688243064729194,0.7761702127659574,0.801785050204537,0.664700098328417
3,validation,0.5100154083204931,0.48926928524393815,0.6325115562403698,0.5100154083204931,0.4881889763779527,0.568904593639576,0.41071428571428575
4,train,0.8959709379128138,0.8760492616225624,0.9219782034346103,0.8959709379128138,0.9134054954204829,0.9116788321167882,0.8030634573304157
4,validation,0.4930662557781202,0.4621024137153169,0.6197996918335902,0.4930662557781202,0.5,0.5314685314685316,0.3548387096774194
-1,test,0.49768875192604006,0.43561485496316593,0.6232665639445301,0.49768875192604006,0.5018181818181818,0.5598650927487353,0.24516129032258063
