epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.3428005284015852,0.3243961400726651,0.5071003963011889,0.3428005284015852,0.4192355117139334,0.3443889141299409,0.20956399437412096
0,validation,0.4345146379044684,0.3924161608131019,0.5758859784283513,0.4345146379044684,0.4791288566243194,0.45601436265709155,0.2421052631578947
1,train,0.44451783355350066,0.4172186143822856,0.5833883751651255,0.44451783355350066,0.4881889763779528,0.4883260783537792,0.2751407884151247
1,validation,0.37750385208012327,0.37151059717604973,0.5331278890600925,0.37750385208012327,0.4538152610441767,0.3255813953488372,0.3351351351351351
2,train,0.5062747688243064,0.48784814328084486,0.6297060766182297,0.5062747688243064,0.6804759806081975,0.46747211895910784,0.3155963302752294
2,validation,0.4252696456086287,0.41400933139475016,0.5689522342064716,0.4252696456086287,0.5080500894454383,0.34324942791762014,0.390728476821192
3,train,0.6311096433289299,0.6093301857674752,0.7233322324966975,0.6311096433289299,0.8361381753764394,0.582648401826484,0.40920398009950254
3,validation,0.4622496147919877,0.4464734345941824,0.5966872110939908,0.4622496147919877,0.5209471766848818,0.44967880085653106,0.36879432624113473
4,train,0.6968295904887715,0.6724971861808458,0.7726221928665785,0.6968295904887715,0.8866995073891626,0.670753064798599,0.4600389863547758
4,validation,0.4560862865947612,0.44433386898513855,0.5920647149460709,0.4560862865947612,0.45064377682403434,0.4990825688073395,0.38327526132404177
-1,test,0.41602465331278893,0.3890707597013327,0.5620184899845917,0.41602465331278893,0.41797752808988764,0.4930069930069931,0.25622775800711745
