epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,125,785,295
0,train,Liberal,171,909,325
0,train,Neutral,50,225,143
0,validation,Conservative,13,137,99
0,validation,Liberal,10,178,108
0,validation,Neutral,7,25,72
1,train,Conservative,149,823,233
1,train,Liberal,190,996,219
1,train,Neutral,43,234,141
1,validation,Conservative,5,186,58
1,validation,Liberal,7,225,64
1,validation,Neutral,1,40,63
2,train,Conservative,233,794,178
2,train,Liberal,225,1019,161
2,train,Neutral,65,192,161
2,validation,Conservative,29,189,31
2,validation,Liberal,18,238,40
2,validation,Neutral,10,47,47
3,train,Conservative,333,735,137
3,train,Liberal,287,1037,81
3,train,Neutral,85,167,166
3,validation,Conservative,39,181,29
3,validation,Liberal,31,228,37
3,validation,Neutral,18,40,46
4,train,Conservative,327,777,101
4,train,Liberal,273,1085,47
4,train,Neutral,85,163,170
4,validation,Conservative,76,131,42
4,validation,Liberal,55,194,47
4,validation,Neutral,19,30,55
-1,test,Conservative,58,130,59
-1,test,Liberal,67,210,47
-1,test,Neutral,19,23,36
