epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,410,375,420
0,train,Liberal,469,450,486
0,train,Neutral,141,112,165
0,validation,Conservative,50,129,70
0,validation,Liberal,57,162,77
0,validation,Neutral,15,26,63
1,train,Conservative,260,522,423
1,train,Liberal,312,603,490
1,train,Neutral,86,153,179
1,validation,Conservative,147,37,65
1,validation,Liberal,131,80,85
1,validation,Neutral,43,21,40
2,train,Conservative,289,652,264
2,train,Liberal,306,832,267
2,train,Neutral,109,186,123
2,validation,Conservative,1,165,83
2,validation,Liberal,0,207,89
2,validation,Neutral,0,34,70
3,train,Conservative,312,752,141
3,train,Liberal,316,985,104
3,train,Neutral,121,150,147
3,validation,Conservative,39,151,59
3,validation,Liberal,23,203,70
3,validation,Neutral,10,33,61
4,train,Conservative,376,712,117
4,train,Liberal,365,934,106
4,train,Neutral,105,112,201
4,validation,Conservative,6,161,82
4,validation,Liberal,14,180,102
4,validation,Neutral,5,45,54
-1,test,Conservative,19,147,81
-1,test,Liberal,18,217,89
-1,test,Neutral,2,44,32
