epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.34841479524438573,0.3254026570115273,0.5113110964332892,0.34841479524438573,0.32896652110625907,0.44513618677042804,0.20210526315789476
0,validation,0.39907550077041604,0.39019150627748767,0.5493066255778121,0.39907550077041604,0.3378016085790884,0.4815533980582525,0.35121951219512193
1,train,0.33751651254953763,0.3282109040378245,0.5031373844121532,0.33751651254953763,0.29043280182232345,0.42809642560266,0.26610348468849
1,validation,0.4206471494607088,0.38181007070420003,0.5654853620955317,0.4206471494607088,0.2044728434504792,0.5585284280936454,0.38242894056847554
2,train,0.42668428005284015,0.40406477779033506,0.5700132100396301,0.42668428005284015,0.31697687535250985,0.5416821044831419,0.35353535353535354
2,validation,0.48382126348228044,0.4613977809209579,0.6128659476117103,0.48382126348228044,0.37851662404092073,0.5751211631663974,0.4305555555555555
3,train,0.571994715984148,0.5371769174229618,0.6789960369881111,0.571994715984148,0.48293428425878765,0.6690861101946551,0.4595103578154426
3,validation,0.5130970724191063,0.47699906476502224,0.6348228043143298,0.5130970724191063,0.4182692307692308,0.6109422492401215,0.4017857142857143
4,train,0.6945178335535006,0.6720611749644343,0.7708883751651255,0.6945178335535006,0.636876763875823,0.7541625857002938,0.6251441753171857
4,validation,0.5038520801232665,0.46700803298445637,0.6278890600924498,0.5038520801232665,0.48582995951417,0.5700164744645798,0.34517766497461927
-1,test,0.5069337442218799,0.45785854104456575,0.6302003081664098,0.5069337442218799,0.4444444444444445,0.5978428351309707,0.3312883435582822
