epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,338,534,333
0,train,Liberal,375,657,373
0,train,Neutral,134,170,114
0,validation,Conservative,70,111,68
0,validation,Liberal,75,154,67
0,validation,Neutral,27,35,42
1,train,Conservative,390,489,326
1,train,Liberal,374,631,400
1,train,Neutral,137,123,158
1,validation,Conservative,70,90,89
1,validation,Liberal,73,147,76
1,validation,Neutral,23,26,55
2,train,Conservative,441,454,310
2,train,Liberal,400,712,293
2,train,Neutral,151,89,178
2,validation,Conservative,60,110,79
2,validation,Liberal,56,165,75
2,validation,Neutral,15,29,60
3,train,Conservative,531,463,211
3,train,Liberal,311,932,162
3,train,Neutral,155,101,162
3,validation,Conservative,85,112,52
3,validation,Liberal,63,174,59
3,validation,Neutral,15,28,61
4,train,Conservative,574,472,159
4,train,Liberal,236,1110,59
4,train,Neutral,166,99,153
4,validation,Conservative,77,120,52
4,validation,Liberal,75,161,60
4,validation,Neutral,18,33,53
-1,test,Conservative,74,104,69
-1,test,Liberal,68,195,61
-1,test,Neutral,15,31,32
