err,generation,time,N_dims,n_population_ratio,n_population,num_parents_mating_ratio,num_parents_mating,elitism_ratio,n_elitism,seed,passing,counter
0.14951193353231537,119,0.07840418815612793,5,0.5,5,0.5,2,0.0,0,12471,"[True, True, True]",139
0.06097546558568043,170,0.1134030818939209,5,0.5,5,0.5,2,0.0,0,41274,"[True, True, True]",190
0.06670881578843989,192,0.12074017524719238,5,0.5,5,0.5,2,0.0,0,5328,"[True, True, True]",212
0.12735687138993035,144,0.09266376495361328,5,0.5,5,0.5,2,0.0,0,1247,"[True, True, True]",164
0.11638527844569127,198,0.13094449043273926,5,0.5,5,0.5,2,0.0,0,125732,"[True, True, True]",218
0.09177737328542594,140,0.08921098709106445,5,0.5,5,0.5,2,0.0,0,31253,"[True, True, True]",160
0.021670957792476183,166,0.13407492637634277,5,0.5,5,0.5,2,0.5,1,42,"[True, True, True]",186
0.06985502501651518,206,0.16119909286499023,5,0.5,5,0.5,2,0.5,1,18,"[True, True, True]",226
0.06827914067477221,150,0.12857317924499512,5,0.5,5,0.5,2,0.5,1,2306406,"[True, True, True]",170
0.014871114808690663,183,0.1451561450958252,5,0.5,5,0.5,2,0.5,1,98,"[True, True, True]",203
0.06635811658406798,137,0.11149835586547852,5,0.5,5,0.5,2,0.5,1,12471,"[True, True, True]",157
0.1070805362089612,171,0.14591145515441895,5,0.5,5,0.5,2,0.5,1,41274,"[True, True, True]",191
0.0631345866166447,133,0.11052179336547852,5,0.5,5,0.5,2,0.5,1,5328,"[True, True, True]",153
0.10934144046784729,129,0.10745644569396973,5,0.5,5,0.5,2,0.5,1,1247,"[True, True, True]",149
0.03819404601247083,154,0.12373757362365723,5,0.5,5,0.5,2,0.5,1,125732,"[True, True, True]",174
0.1439475792075693,189,0.15271401405334473,5,0.5,5,0.5,2,0.5,1,31253,"[True, True, True]",209
0.06357179097948061,205,0.14005064964294434,5,0.5,5,0.5,2,1.0,2,42,"[True, True, True]",225
0.12614033582206657,164,0.11098670959472656,5,0.5,5,0.5,2,1.0,2,18,"[True, True, True]",184
0.07631991024402028,204,0.12755322456359863,5,0.5,5,0.5,2,1.0,2,2306406,"[True, True, True]",224
0.06278937572381167,184,0.11632132530212402,5,0.5,5,0.5,2,1.0,2,98,"[True, True, True]",204
0.15614384083995728,144,0.0937948226928711,5,0.5,5,0.5,2,1.0,2,12471,"[True, True, True]",164
0.03209111208823007,144,0.09339189529418945,5,0.5,5,0.5,2,1.0,2,41274,"[True, True, True]",164
0.09713901478758084,183,0.1236429214477539,5,0.5,5,0.5,2,1.0,2,5328,"[True, True, True]",203
0.1217436745481287,135,0.08954024314880371,5,0.5,5,0.5,2,1.0,2,1247,"[True, True, True]",155
0.0922802530005572,156,0.10162901878356934,5,0.5,5,0.5,2,1.0,2,125732,"[True, True, True]",176
0.016053828981637507,251,0.15712523460388184,5,0.5,5,0.5,2,1.0,2,31253,"[True, True, True]",271
