epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,107,448,650
0,train,Liberal,161,552,692
0,train,Neutral,31,125,262
0,validation,Conservative,8,108,133
0,validation,Liberal,15,151,130
0,validation,Neutral,4,32,68
1,train,Conservative,368,337,500
1,train,Liberal,457,526,422
1,train,Neutral,102,64,252
1,validation,Conservative,93,102,54
1,validation,Liberal,96,156,44
1,validation,Neutral,29,22,53
2,train,Conservative,481,527,197
2,train,Liberal,365,852,188
2,train,Neutral,168,82,168
2,validation,Conservative,49,147,53
2,validation,Liberal,52,196,48
2,validation,Neutral,20,38,46
3,train,Conservative,615,444,146
3,train,Liberal,288,1038,79
3,train,Neutral,195,68,155
3,validation,Conservative,89,108,52
3,validation,Liberal,79,176,41
3,validation,Neutral,39,31,34
4,train,Conservative,768,355,82
4,train,Liberal,281,1080,44
4,train,Neutral,202,48,168
4,validation,Conservative,109,107,33
4,validation,Liberal,108,157,31
4,validation,Neutral,36,25,43
-1,test,Conservative,111,90,46
-1,test,Liberal,109,178,37
-1,test,Neutral,29,18,31
