epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.4002642007926024,0.3866065905592017,0.5501981505944519,0.4002642007926024,0.3701204819277108,0.4762664539289988,0.31343283582089554
0,validation,0.5192604006163328,0.5084604190284736,0.6394453004622497,0.5192604006163328,0.4869215291750503,0.563573883161512,0.4748858447488584
1,train,0.5581241743725232,0.5345215776225621,0.6685931307793924,0.5581241743725232,0.5047784535186794,0.6272600834492351,0.4715261958997722
1,validation,0.5115562403697997,0.49272789651258014,0.6336671802773498,0.5115562403697997,0.4737945492662473,0.5700000000000001,0.4343891402714932
2,train,0.7566050198150595,0.7465378668198476,0.8174537648612945,0.7566050198150595,0.7396928051738075,0.7839013778100072,0.7160194174757281
2,validation,0.5130970724191063,0.45914602003162885,0.6348228043143298,0.5130970724191063,0.5202952029520296,0.5714285714285713,0.2857142857142857
3,train,0.8771466314398944,0.8589491990014384,0.9078599735799208,0.8771466314398944,0.8688118811881188,0.9070764832022873,0.8009592326139088
3,validation,0.49768875192604006,0.4774005190311419,0.6232665639445301,0.49768875192604006,0.5259515570934257,0.5,0.40625000000000006
4,train,0.9507926023778072,0.9429298360720176,0.9630944517833553,0.9507926023778072,0.951310861423221,0.9607142857142857,0.9167643610785463
4,validation,0.5130970724191063,0.4755976817193915,0.6348228043143298,0.5130970724191063,0.49593495934959353,0.5808580858085809,0.35
-1,test,0.5192604006163328,0.46902274239908587,0.6394453004622497,0.5192604006163328,0.47379454926624737,0.6055900621118012,0.327683615819209
