,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.3305812417437252,0.4979359313077939,0.3305812417437252
1,0,validation,0.5027195027195027,0.5061633281972265,0.0
2,1,train,0.3632760898282695,0.5224570673712021,0.3632760898282695
3,1,validation,0.4824522434473567,0.5104006163328197,0.020030816640986132
4,2,train,0.3939894319682959,0.5454920739762219,0.3939894319682959
5,2,validation,0.433487416538264,0.48767334360554704,0.11710323574730354
6,3,train,0.37219286657859973,0.5291446499339497,0.37219286657859973
7,3,validation,0.49117341640706125,0.5546995377503852,0.1448382126348228
8,4,train,0.3728533685601057,0.5296400264200792,0.3728533685601057
9,4,validation,0.4748201438848921,0.48805855161787365,0.0
10,-1,test,0.47515257192676547,0.49614791987673346,0.02465331278890601
